MinX,MaxX,MinY,MaxY
145.6,145.7,-16.9,-16.8
145.7,145.8,-16.9,-16.8
145.8,145.9,-16.9,-16.8
145.9,146.0,-16.9,-16.8
145.7,145.8,-17.0,-16.9
145.8,145.9,-17.0,-16.9
145.9,146.0,-17.0,-16.9
145.7,145.8,-17.1,-17.0
145.8,145.9,-17.1,-17.0
145.9,146.0,-17.1,-17.0
145.9,146.0,-17.2,-17.1
145.9,146.0,-17.3,-17.2
146.0,146.1,-17.3,-17.2
145.9,146.0,-17.4,-17.3
146.0,146.1,-17.4,-17.3
146.0,146.1,-17.5,-17.4
146.0,146.1,-17.6,-17.5
146.1,146.2,-17.6,-17.5
146.0,146.1,-17.7,-17.6
146.1,146.2,-17.7,-17.6
146.0,146.1,-17.8,-17.7
146.1,146.2,-17.8,-17.7
146.0,146.1,-17.9,-17.8
146.1,146.2,-17.9,-17.8
146.0,146.1,-18.0,-17.9
146.1,146.2,-18.0,-17.9
145.9,146.0,-18.1,-18.0
146.0,146.1,-18.1,-18.0
145.9,146.0,-18.2,-18.1
146.0,146.1,-18.2,-18.1
146.1,146.2,-18.2,-18.1
145.9,146.0,-18.3,-18.2
146.0,146.1,-18.3,-18.2
146.1,146.2,-18.3,-18.2
146.2,146.3,-18.3,-18.2
146.0,146.1,-18.4,-18.3
146.1,146.2,-18.4,-18.3
146.2,146.3,-18.4,-18.3
146.3,146.4,-18.4,-18.3
146.1,146.2,-18.5,-18.4
146.2,146.3,-18.5,-18.4
146.3,146.4,-18.5,-18.4
146.1,146.2,-18.6,-18.5
146.2,146.3,-18.6,-18.5
146.3,146.4,-18.6,-18.5
146.4,146.5,-18.6,-18.5
146.2,146.3,-18.7,-18.6
146.3,146.4,-18.7,-18.6
146.4,146.5,-18.7,-18.6
146.5,146.6,-18.7,-18.6
146.2,146.3,-18.8,-18.7
146.5,146.6,-18.8,-18.7
146.2,146.3,-18.9,-18.8
146.2,146.3,-19.0,-18.9
146.3,146.4,-19.0,-18.9
146.3,146.4,-19.1,-19.0
146.4,146.5,-19.1,-19.0
146.5,146.6,-19.1,-19.0
146.4,146.5,-19.2,-19.1
146.5,146.6,-19.2,-19.1
146.6,146.7,-19.2,-19.1
146.7,146.8,-19.2,-19.1
146.8,146.9,-19.2,-19.1
146.6,146.7,-19.3,-19.2
146.7,146.8,-19.3,-19.2
146.8,146.9,-19.3,-19.2
146.9,147.0,-19.3,-19.2
147.0,147.1,-19.3,-19.2
146.7,146.8,-19.4,-19.3
146.8,146.9,-19.4,-19.3
146.9,147.0,-19.4,-19.3
147.0,147.1,-19.4,-19.3
147.1,147.2,-19.4,-19.3
147.4,147.5,-19.4,-19.3
147.0,147.1,-19.5,-19.4
147.1,147.2,-19.5,-19.4
147.2,147.3,-19.5,-19.4
147.3,147.4,-19.5,-19.4
147.4,147.5,-19.5,-19.4
147.5,147.6,-19.5,-19.4
147.0,147.1,-19.6,-19.5
147.1,147.2,-19.6,-19.5
147.2,147.3,-19.6,-19.5
147.4,147.5,-19.6,-19.5
147.5,147.6,-19.6,-19.5
147.4,147.5,-19.7,-19.6
147.5,147.6,-19.7,-19.6
147.6,147.7,-19.7,-19.6
147.5,147.6,-19.8,-19.7
147.6,147.7,-19.8,-19.7
147.7,147.8,-19.8,-19.7
147.8,147.9,-19.8,-19.7
147.6,147.7,-19.9,-19.8
147.7,147.8,-19.9,-19.8
147.8,147.9,-19.9,-19.8
147.9,148.0,-19.9,-19.8
147.8,147.9,-20.0,-19.9
147.9,148.0,-20.0,-19.9
148.0,148.1,-20.0,-19.9
148.1,148.2,-20.0,-19.9
148.2,148.3,-20.0,-19.9
148.1,148.2,-20.1,-20.0
148.2,148.3,-20.1,-20.0
148.4,148.5,-20.1,-20.0
148.5,148.6,-20.1,-20.0
148.2,148.3,-20.2,-20.1
148.3,148.4,-20.2,-20.1
148.4,148.5,-20.2,-20.1
148.5,148.6,-20.2,-20.1
148.6,148.7,-20.2,-20.1
148.9,149.0,-20.2,-20.1
148.4,148.5,-20.3,-20.2
148.5,148.6,-20.3,-20.2
148.6,148.7,-20.3,-20.2
148.7,148.8,-20.3,-20.2
148.9,149.0,-20.3,-20.2
148.6,148.7,-20.4,-20.3
148.7,148.8,-20.4,-20.3
148.8,148.9,-20.4,-20.3
148.9,149.0,-20.4,-20.3
148.6,148.7,-20.5,-20.4
148.7,148.8,-20.5,-20.4
148.8,148.9,-20.5,-20.4
148.6,148.7,-20.6,-20.5
148.7,148.8,-20.6,-20.5
148.8,148.9,-20.6,-20.5
148.6,148.7,-20.7,-20.6
148.7,148.8,-20.7,-20.6
148.6,148.7,-20.8,-20.7
148.7,148.8,-20.8,-20.7
148.8,148.9,-20.8,-20.7
148.7,148.8,-20.9,-20.8
148.8,148.9,-20.9,-20.8
148.9,149.0,-20.9,-20.8
148.8,148.9,-21.0,-20.9
148.9,149.0,-21.0,-20.9
113.6,113.7,-24.8,-24.7
113.7,113.8,-24.8,-24.7
113.6,113.7,-24.9,-24.8
113.7,113.8,-24.9,-24.8
113.6,113.7,-25.0,-24.9
113.7,113.8,-25.0,-24.9
113.6,113.7,-25.1,-25.0
113.7,113.8,-25.1,-25.0
113.7,113.8,-25.2,-25.1
113.8,113.9,-25.2,-25.1
113.8,113.9,-25.3,-25.2
113.9,114.0,-25.3,-25.2
113.8,113.9,-25.4,-25.3
113.9,114.0,-25.4,-25.3
113.9,114.0,-25.5,-25.4
113.9,114.0,-25.6,-25.5
113.4,113.5,-25.7,-25.6
113.5,113.6,-25.7,-25.6
113.4,113.5,-25.8,-25.7
113.4,113.5,-25.9,-25.8
113.8,113.9,-25.9,-25.8
113.9,114.0,-25.9,-25.8
113.2,113.3,-26.2,-26.1
113.3,113.4,-26.2,-26.1
113.2,113.3,-26.3,-26.2
113.3,113.4,-26.3,-26.2
114.1,114.2,-27.7,-27.6
114.2,114.3,-27.7,-27.6
114.1,114.2,-27.8,-27.7
114.2,114.3,-28.3,-28.2
114.3,114.4,-28.3,-28.2
114.4,114.5,-28.4,-28.3
114.4,114.5,-28.5,-28.4
114.5,114.6,-28.6,-28.5
114.6,114.7,-28.6,-28.5
114.6,114.7,-28.8,-28.7
114.6,114.7,-28.9,-28.8
114.6,114.7,-29.0,-28.9
114.9,115.0,-29.3,-29.2
115.0,115.1,-30.4,-30.3
115.0,115.1,-30.5,-30.4
115.4,115.5,-31.4,-31.3
115.5,115.6,-31.4,-31.3
119.0,119.1,-20.0,-19.9
119.1,119.2,-20.0,-19.9
119.2,119.3,-20.0,-19.9
119.3,119.4,-20.0,-19.9
119.6,119.7,-20.0,-19.9
119.7,119.8,-20.0,-19.9
119.0,119.1,-20.1,-20.0
119.1,119.2,-20.1,-20.0
119.3,119.4,-20.1,-20.0
119.4,119.5,-20.1,-20.0
119.5,119.6,-20.1,-20.0
119.6,119.7,-20.1,-20.0
119.7,119.8,-20.1,-20.0
118.5,118.6,-20.3,-20.2
118.6,118.7,-20.3,-20.2
118.7,118.8,-20.3,-20.2
118.8,118.9,-20.3,-20.2
118.9,119.0,-20.3,-20.2
116.8,116.9,-20.4,-20.3
118.0,118.1,-20.4,-20.3
118.1,118.2,-20.4,-20.3
118.2,118.3,-20.4,-20.3
118.3,118.4,-20.4,-20.3
118.4,118.5,-20.4,-20.3
118.5,118.6,-20.4,-20.3
118.6,118.7,-20.4,-20.3
118.7,118.8,-20.4,-20.3
118.8,118.9,-20.4,-20.3
116.8,116.9,-20.5,-20.4
117.9,118.0,-20.5,-20.4
118.0,118.1,-20.5,-20.4
118.1,118.2,-20.5,-20.4
118.2,118.3,-20.5,-20.4
116.5,116.6,-20.6,-20.5
116.6,116.7,-20.6,-20.5
116.7,116.8,-20.6,-20.5
116.8,116.9,-20.6,-20.5
117.8,117.9,-20.6,-20.5
117.9,118.0,-20.6,-20.5
116.5,116.6,-20.7,-20.6
116.6,116.7,-20.7,-20.6
116.7,116.8,-20.7,-20.6
116.8,116.9,-20.7,-20.6
116.9,117.0,-20.7,-20.6
117.0,117.1,-20.7,-20.6
117.1,117.2,-20.7,-20.6
117.2,117.3,-20.7,-20.6
117.5,117.6,-20.7,-20.6
117.6,117.7,-20.7,-20.6
117.7,117.8,-20.7,-20.6
117.8,117.9,-20.7,-20.6
116.4,116.5,-20.8,-20.7
116.5,116.6,-20.8,-20.7
116.6,116.7,-20.8,-20.7
116.8,116.9,-20.8,-20.7
116.9,117.0,-20.8,-20.7
117.1,117.2,-20.8,-20.7
117.2,117.3,-20.8,-20.7
117.3,117.4,-20.8,-20.7
117.4,117.5,-20.8,-20.7
117.5,117.6,-20.8,-20.7
117.6,117.7,-20.8,-20.7
117.7,117.8,-20.8,-20.7
116.1,116.2,-20.9,-20.8
116.2,116.3,-20.9,-20.8
116.3,116.4,-20.9,-20.8
116.4,116.5,-20.9,-20.8
116.5,116.6,-20.9,-20.8
117.4,117.5,-20.9,-20.8
116.1,116.2,-21.0,-20.9
116.2,116.3,-21.0,-20.9
115.9,116.0,-21.1,-21.0
116.0,116.1,-21.1,-21.0
116.1,116.2,-21.1,-21.0
115.8,115.9,-21.2,-21.1
115.9,116.0,-21.2,-21.1
115.6,115.7,-21.3,-21.2
115.7,115.8,-21.3,-21.2
115.8,115.9,-21.3,-21.2
115.5,115.6,-21.4,-21.3
115.6,115.7,-21.4,-21.3
115.7,115.8,-21.4,-21.3
115.3,115.4,-21.5,-21.4
115.4,115.5,-21.5,-21.4
115.5,115.6,-21.5,-21.4
115.6,115.7,-21.5,-21.4
115.2,115.3,-21.6,-21.5
115.3,115.4,-21.6,-21.5
115.4,115.5,-21.6,-21.5
115.5,115.6,-21.6,-21.5
114.9,115.0,-21.7,-21.6
115.0,115.1,-21.7,-21.6
115.1,115.2,-21.7,-21.6
115.2,115.3,-21.7,-21.6
114.8,114.9,-21.8,-21.7
114.9,115.0,-21.8,-21.7
115.0,115.1,-21.8,-21.7
114.6,114.7,-21.9,-21.8
114.7,114.8,-21.9,-21.8
113.9,114.0,-22.0,-21.9
114.5,114.6,-22.0,-21.9
114.6,114.7,-22.0,-21.9
114.5,114.6,-22.1,-22.0
114.6,114.7,-22.1,-22.0
114.4,114.5,-22.2,-22.1
114.5,114.6,-22.2,-22.1
114.1,114.2,-22.3,-22.2
114.4,114.5,-22.3,-22.2
114.5,114.6,-22.3,-22.2
114.1,114.2,-22.4,-22.3
114.3,114.4,-22.4,-22.3
114.4,114.5,-22.4,-22.3
114.1,114.2,-22.5,-22.4
114.2,114.3,-22.5,-22.4
114.3,114.4,-22.5,-22.4
114.4,114.5,-22.5,-22.4
114.1,114.2,-22.6,-22.5
114.2,114.3,-22.6,-22.5
114.3,114.4,-22.6,-22.5
132.4,132.5,-11.1,-11.0
132.5,132.6,-11.1,-11.0
130.4,130.5,-11.2,-11.1
131.2,131.3,-11.2,-11.1
131.8,131.9,-11.2,-11.1
131.9,132.0,-11.2,-11.1
132.0,132.1,-11.2,-11.1
132.2,132.3,-11.2,-11.1
132.3,132.4,-11.2,-11.1
132.5,132.6,-11.2,-11.1
132.6,132.7,-11.2,-11.1
130.3,130.4,-11.3,-11.2
130.4,130.5,-11.3,-11.2
130.5,130.6,-11.3,-11.2
130.6,130.7,-11.3,-11.2
131.0,131.1,-11.3,-11.2
131.1,131.2,-11.3,-11.2
131.2,131.3,-11.3,-11.2
131.3,131.4,-11.3,-11.2
131.4,131.5,-11.3,-11.2
131.7,131.8,-11.3,-11.2
131.8,131.9,-11.3,-11.2
131.9,132.0,-11.3,-11.2
132.0,132.1,-11.3,-11.2
132.1,132.2,-11.3,-11.2
132.2,132.3,-11.3,-11.2
132.3,132.4,-11.3,-11.2
132.4,132.5,-11.3,-11.2
132.5,132.6,-11.3,-11.2
132.6,132.7,-11.3,-11.2
130.2,130.3,-11.4,-11.3
130.3,130.4,-11.4,-11.3
130.4,130.5,-11.4,-11.3
130.5,130.6,-11.4,-11.3
130.6,130.7,-11.4,-11.3
130.7,130.8,-11.4,-11.3
130.8,130.9,-11.4,-11.3
130.9,131.0,-11.4,-11.3
131.0,131.1,-11.4,-11.3
131.1,131.2,-11.4,-11.3
131.2,131.3,-11.4,-11.3
131.3,131.4,-11.4,-11.3
131.4,131.5,-11.4,-11.3
131.5,131.6,-11.4,-11.3
131.7,131.8,-11.4,-11.3
131.8,131.9,-11.4,-11.3
131.9,132.0,-11.4,-11.3
132.0,132.1,-11.4,-11.3
132.1,132.2,-11.4,-11.3
132.2,132.3,-11.4,-11.3
132.3,132.4,-11.4,-11.3
132.4,132.5,-11.4,-11.3
132.5,132.6,-11.4,-11.3
132.6,132.7,-11.4,-11.3
132.8,132.9,-11.4,-11.3
132.9,133.0,-11.4,-11.3
130.1,130.2,-11.5,-11.4
130.2,130.3,-11.5,-11.4
130.3,130.4,-11.5,-11.4
130.4,130.5,-11.5,-11.4
130.5,130.6,-11.5,-11.4
130.6,130.7,-11.5,-11.4
130.7,130.8,-11.5,-11.4
130.8,130.9,-11.5,-11.4
130.9,131.0,-11.5,-11.4
131.0,131.1,-11.5,-11.4
131.1,131.2,-11.5,-11.4
131.2,131.3,-11.5,-11.4
131.4,131.5,-11.5,-11.4
131.5,131.6,-11.5,-11.4
131.9,132.0,-11.5,-11.4
132.0,132.1,-11.5,-11.4
132.1,132.2,-11.5,-11.4
132.2,132.3,-11.5,-11.4
132.3,132.4,-11.5,-11.4
132.4,132.5,-11.5,-11.4
132.5,132.6,-11.5,-11.4
132.6,132.7,-11.5,-11.4
132.7,132.8,-11.5,-11.4
132.8,132.9,-11.5,-11.4
132.9,133.0,-11.5,-11.4
130.1,130.2,-11.6,-11.5
130.2,130.3,-11.6,-11.5
130.3,130.4,-11.6,-11.5
130.4,130.5,-11.6,-11.5
130.5,130.6,-11.6,-11.5
130.6,130.7,-11.6,-11.5
130.7,130.8,-11.6,-11.5
130.8,130.9,-11.6,-11.5
131.0,131.1,-11.6,-11.5
131.1,131.2,-11.6,-11.5
131.2,131.3,-11.6,-11.5
131.3,131.4,-11.6,-11.5
131.4,131.5,-11.6,-11.5
132.0,132.1,-11.6,-11.5
132.1,132.2,-11.6,-11.5
132.2,132.3,-11.6,-11.5
132.3,132.4,-11.6,-11.5
132.4,132.5,-11.6,-11.5
132.5,132.6,-11.6,-11.5
132.6,132.7,-11.6,-11.5
132.7,132.8,-11.6,-11.5
130.0,130.1,-11.7,-11.6
130.1,130.2,-11.7,-11.6
130.2,130.3,-11.7,-11.6
130.3,130.4,-11.7,-11.6
130.4,130.5,-11.7,-11.6
130.5,130.6,-11.7,-11.6
130.6,130.7,-11.7,-11.6
130.8,130.9,-11.7,-11.6
131.2,131.3,-11.7,-11.6
131.3,131.4,-11.7,-11.6
131.4,131.5,-11.7,-11.6
132.1,132.2,-11.7,-11.6
132.4,132.5,-11.7,-11.6
132.5,132.6,-11.7,-11.6
132.6,132.7,-11.7,-11.6
132.7,132.8,-11.7,-11.6
130.0,130.1,-11.8,-11.7
130.1,130.2,-11.8,-11.7
130.2,130.3,-11.8,-11.7
130.3,130.4,-11.8,-11.7
130.4,130.5,-11.8,-11.7
130.5,130.6,-11.8,-11.7
130.6,130.7,-11.8,-11.7
130.7,130.8,-11.8,-11.7
131.0,131.1,-11.8,-11.7
131.1,131.2,-11.8,-11.7
131.2,131.3,-11.8,-11.7
131.3,131.4,-11.8,-11.7
132.5,132.6,-11.8,-11.7
132.6,132.7,-11.8,-11.7
132.7,132.8,-11.8,-11.7
132.8,132.9,-11.8,-11.7
130.0,130.1,-11.9,-11.8
130.4,130.5,-11.9,-11.8
130.5,130.6,-11.9,-11.8
130.6,130.7,-11.9,-11.8
130.7,130.8,-11.9,-11.8
130.8,130.9,-11.9,-11.8
130.9,131.0,-11.9,-11.8
131.0,131.1,-11.9,-11.8
131.1,131.2,-11.9,-11.8
132.5,132.6,-11.9,-11.8
132.6,132.7,-11.9,-11.8
132.7,132.8,-11.9,-11.8
132.8,132.9,-11.9,-11.8
130.9,131.0,-12.0,-11.9
131.0,131.1,-12.0,-11.9
132.6,132.7,-12.0,-11.9
132.7,132.8,-12.0,-11.9
132.8,132.9,-12.0,-11.9
131.0,131.1,-12.1,-12.0
131.1,131.2,-12.1,-12.0
131.2,131.3,-12.1,-12.0
131.3,131.4,-12.1,-12.0
132.3,132.4,-12.1,-12.0
132.4,132.5,-12.1,-12.0
132.5,132.6,-12.1,-12.0
132.6,132.7,-12.1,-12.0
132.7,132.8,-12.1,-12.0
132.8,132.9,-12.1,-12.0
130.9,131.0,-12.2,-12.1
131.0,131.1,-12.2,-12.1
131.1,131.2,-12.2,-12.1
131.2,131.3,-12.2,-12.1
131.3,131.4,-12.2,-12.1
132.2,132.3,-12.2,-12.1
132.3,132.4,-12.2,-12.1
132.4,132.5,-12.2,-12.1
132.5,132.6,-12.2,-12.1
132.6,132.7,-12.2,-12.1
132.7,132.8,-12.2,-12.1
132.8,132.9,-12.2,-12.1
131.0,131.1,-12.3,-12.2
131.1,131.2,-12.3,-12.2
131.2,131.3,-12.3,-12.2
131.3,131.4,-12.3,-12.2
131.4,131.5,-12.3,-12.2
131.5,131.6,-12.3,-12.2
131.6,131.7,-12.3,-12.2
131.7,131.8,-12.3,-12.2
131.8,131.9,-12.3,-12.2
131.9,132.0,-12.3,-12.2
132.0,132.1,-12.3,-12.2
132.1,132.2,-12.3,-12.2
132.2,132.3,-12.3,-12.2
132.3,132.4,-12.3,-12.2
132.4,132.5,-12.3,-12.2
132.7,132.8,-12.3,-12.2
132.8,132.9,-12.3,-12.2
132.9,133.0,-12.3,-12.2
130.5,130.6,-12.4,-12.3
130.6,130.7,-12.4,-12.3
130.8,130.9,-12.4,-12.3
130.9,131.0,-12.4,-12.3
131.0,131.1,-12.4,-12.3
131.1,131.2,-12.4,-12.3
131.2,131.3,-12.4,-12.3
131.3,131.4,-12.4,-12.3
131.4,131.5,-12.4,-12.3
131.5,131.6,-12.4,-12.3
131.6,131.7,-12.4,-12.3
131.7,131.8,-12.4,-12.3
131.8,131.9,-12.4,-12.3
131.9,132.0,-12.4,-12.3
132.0,132.1,-12.4,-12.3
132.1,132.2,-12.4,-12.3
132.2,132.3,-12.4,-12.3
132.3,132.4,-12.4,-12.3
132.4,132.5,-12.4,-12.3
130.5,130.6,-12.5,-12.4
130.6,130.7,-12.5,-12.4
130.7,130.8,-12.5,-12.4
130.8,130.9,-12.5,-12.4
130.9,131.0,-12.5,-12.4
131.0,131.1,-12.5,-12.4
131.2,131.3,-12.5,-12.4
131.3,131.4,-12.5,-12.4
131.4,131.5,-12.5,-12.4
131.6,131.7,-12.5,-12.4
131.7,131.8,-12.5,-12.4
132.1,132.2,-12.5,-12.4
132.2,132.3,-12.5,-12.4
132.3,132.4,-12.5,-12.4
132.4,132.5,-12.5,-12.4
130.3,130.4,-12.6,-12.5
130.4,130.5,-12.6,-12.5
130.5,130.6,-12.6,-12.5
130.6,130.7,-12.6,-12.5
130.7,130.8,-12.6,-12.5
130.8,130.9,-12.6,-12.5
130.9,131.0,-12.6,-12.5
131.0,131.1,-12.6,-12.5
131.3,131.4,-12.6,-12.5
131.4,131.5,-12.6,-12.5
132.3,132.4,-12.6,-12.5
132.4,132.5,-12.6,-12.5
130.3,130.4,-12.7,-12.6
130.4,130.5,-12.7,-12.6
130.5,130.6,-12.7,-12.6
130.6,130.7,-12.7,-12.6
130.7,130.8,-12.7,-12.6
130.8,130.9,-12.7,-12.6
130.9,131.0,-12.7,-12.6
131.0,131.1,-12.7,-12.6
131.2,131.3,-12.7,-12.6
131.3,131.4,-12.7,-12.6
131.4,131.5,-12.7,-12.6
132.4,132.5,-12.7,-12.6
132.5,132.6,-12.7,-12.6
130.3,130.4,-12.8,-12.7
130.4,130.5,-12.8,-12.7
130.5,130.6,-12.8,-12.7
130.6,130.7,-12.8,-12.7
130.7,130.8,-12.8,-12.7
130.8,130.9,-12.8,-12.7
130.9,131.0,-12.8,-12.7
131.2,131.3,-12.8,-12.7
131.3,131.4,-12.8,-12.7
132.5,132.6,-12.8,-12.7
130.3,130.4,-12.9,-12.8
130.4,130.5,-12.9,-12.8
130.5,130.6,-12.9,-12.8
130.6,130.7,-12.9,-12.8
130.1,130.2,-13.0,-12.9
130.2,130.3,-13.0,-12.9
130.3,130.4,-13.0,-12.9
130.4,130.5,-13.0,-12.9
130.1,130.2,-13.1,-13.0
130.0,130.1,-13.2,-13.1
130.1,130.2,-13.2,-13.1
130.2,130.3,-13.2,-13.1
130.0,130.1,-13.3,-13.2
130.1,130.2,-13.3,-13.2
130.2,130.3,-13.3,-13.2
130.3,130.4,-13.3,-13.2
130.2,130.3,-13.4,-13.3
130.3,130.4,-13.4,-13.3
129.8,129.9,-13.5,-13.4
129.9,130.0,-13.5,-13.4
130.0,130.1,-13.5,-13.4
130.1,130.2,-13.5,-13.4
130.2,130.3,-13.5,-13.4
130.3,130.4,-13.5,-13.4
130.4,130.5,-13.5,-13.4
129.8,129.9,-13.6,-13.5
129.9,130.0,-13.6,-13.5
130.0,130.1,-13.6,-13.5
130.3,130.4,-13.6,-13.5
130.4,130.5,-13.6,-13.5
130.5,130.6,-13.6,-13.5
129.7,129.8,-13.8,-13.7
129.8,129.9,-13.8,-13.7
129.7,129.8,-13.9,-13.8
129.7,129.8,-14.0,-13.9
129.4,129.5,-14.1,-14.0
129.5,129.6,-14.1,-14.0
129.6,129.7,-14.1,-14.0
129.7,129.8,-14.1,-14.0
129.4,129.5,-14.2,-14.1
129.5,129.6,-14.2,-14.1
129.6,129.7,-14.2,-14.1
129.4,129.5,-14.3,-14.2
129.5,129.6,-14.3,-14.2
129.3,129.4,-14.4,-14.3
129.4,129.5,-14.4,-14.3
129.3,129.4,-14.5,-14.4
129.4,129.5,-14.5,-14.4
129.5,129.6,-14.5,-14.4
129.6,129.7,-14.5,-14.4
129.7,129.8,-14.5,-14.4
129.8,129.9,-14.5,-14.4
129.4,129.5,-14.6,-14.5
129.5,129.6,-14.6,-14.5
129.6,129.7,-14.6,-14.5
129.7,129.8,-14.6,-14.5
129.8,129.9,-14.6,-14.5
129.5,129.6,-14.7,-14.6
129.6,129.7,-14.7,-14.6
129.7,129.8,-14.7,-14.6
129.8,129.9,-14.7,-14.6
129.9,130.0,-14.7,-14.6
129.5,129.6,-14.8,-14.7
129.6,129.7,-14.8,-14.7
129.7,129.8,-14.8,-14.7
129.8,129.9,-14.8,-14.7
129.9,130.0,-14.8,-14.7
129.0,129.1,-14.9,-14.8
129.2,129.3,-14.9,-14.8
129.3,129.4,-14.9,-14.8
129.5,129.6,-14.9,-14.8
129.6,129.7,-14.9,-14.8
129.7,129.8,-14.9,-14.8
129.8,129.9,-14.9,-14.8
129.9,130.0,-14.9,-14.8
129.0,129.1,-15.0,-14.9
129.1,129.2,-15.0,-14.9
129.2,129.3,-15.0,-14.9
129.3,129.4,-15.0,-14.9
129.4,129.5,-15.0,-14.9
129.5,129.6,-15.0,-14.9
129.6,129.7,-15.0,-14.9
129.7,129.8,-15.0,-14.9
129.8,129.9,-15.0,-14.9
129.0,129.1,-15.1,-15.0
129.1,129.2,-15.1,-15.0
129.2,129.3,-15.1,-15.0
129.3,129.4,-15.1,-15.0
129.4,129.5,-15.1,-15.0
129.5,129.6,-15.1,-15.0
129.6,129.7,-15.1,-15.0
129.7,129.8,-15.1,-15.0
129.0,129.1,-15.2,-15.1
129.1,129.2,-15.2,-15.1
129.2,129.3,-15.2,-15.1
129.3,129.4,-15.2,-15.1
129.5,129.6,-15.2,-15.1
129.6,129.7,-15.2,-15.1
129.7,129.8,-15.2,-15.1
129.8,129.9,-15.2,-15.1
129.1,129.2,-15.3,-15.2
129.2,129.3,-15.3,-15.2
129.5,129.6,-15.3,-15.2
129.6,129.7,-15.3,-15.2
129.7,129.8,-15.3,-15.2
129.8,129.9,-15.3,-15.2
129.9,130.0,-15.3,-15.2
129.7,129.8,-15.4,-15.3
129.8,129.9,-15.4,-15.3
129.9,130.0,-15.4,-15.3
130.0,130.1,-15.4,-15.3
130.1,130.2,-15.4,-15.3
129.7,129.8,-15.5,-15.4
129.8,129.9,-15.5,-15.4
129.9,130.0,-15.5,-15.4
130.0,130.1,-15.5,-15.4
130.1,130.2,-15.5,-15.4
152.9,153.0,-26.3,-26.2
153.0,153.1,-26.3,-26.2
152.9,153.0,-26.4,-26.3
153.0,153.1,-26.4,-26.3
153.0,153.1,-26.5,-26.4
153.0,153.1,-26.6,-26.5
153.0,153.1,-26.7,-26.6
153.1,153.2,-26.7,-26.6
153.1,153.2,-26.8,-26.7
153.0,153.1,-26.9,-26.8
153.1,153.2,-26.9,-26.8
153.0,153.1,-27.0,-26.9
153.1,153.2,-27.0,-26.9
153.0,153.1,-27.1,-27.0
153.1,153.2,-27.1,-27.0
153.0,153.1,-27.2,-27.1
153.1,153.2,-27.2,-27.1
153.3,153.4,-27.2,-27.1
153.0,153.1,-27.3,-27.2
153.1,153.2,-27.3,-27.2
153.4,153.5,-27.3,-27.2
153.0,153.1,-27.4,-27.3
153.1,153.2,-27.4,-27.3
153.2,153.3,-27.4,-27.3
153.3,153.4,-27.4,-27.3
153.4,153.5,-27.4,-27.3
153.0,153.1,-27.5,-27.4
153.1,153.2,-27.5,-27.4
153.2,153.3,-27.5,-27.4
153.3,153.4,-27.5,-27.4
153.4,153.5,-27.5,-27.4
153.1,153.2,-27.6,-27.5
153.2,153.3,-27.6,-27.5
153.3,153.4,-27.6,-27.5
153.4,153.5,-27.6,-27.5
153.2,153.3,-27.7,-27.6
153.3,153.4,-27.7,-27.6
153.4,153.5,-27.7,-27.6
153.2,153.3,-27.8,-27.7
153.3,153.4,-27.8,-27.7
153.4,153.5,-27.8,-27.7
153.3,153.4,-27.9,-27.8
153.4,153.5,-27.9,-27.8
153.3,153.4,-28.0,-27.9
153.4,153.5,-28.0,-27.9
153.4,153.5,-28.1,-28.0
153.4,153.5,-28.2,-28.1
153.5,153.6,-28.2,-28.1
153.4,153.5,-28.3,-28.2
153.5,153.6,-28.3,-28.2
153.5,153.6,-28.4,-28.3
153.5,153.6,-28.5,-28.4
153.5,153.6,-28.6,-28.5
153.5,153.6,-28.7,-28.6
153.6,153.7,-28.7,-28.6
153.4,153.5,-28.9,-28.8
153.5,153.6,-28.9,-28.8
153.3,153.4,-29.0,-28.9
153.4,153.5,-29.0,-28.9
153.5,153.6,-29.0,-28.9
153.3,153.4,-29.1,-29.0
153.4,153.5,-29.1,-29.0
153.3,153.4,-29.2,-29.1
153.4,153.5,-29.2,-29.1
153.2,153.3,-29.4,-29.3
153.3,153.4,-29.4,-29.3
153.0,153.1,-29.5,-29.4
153.1,153.2,-29.5,-29.4
153.2,153.3,-29.5,-29.4
153.3,153.4,-29.5,-29.4
153.2,153.3,-29.6,-29.5
153.3,153.4,-29.6,-29.5
153.2,153.3,-29.7,-29.6
153.3,153.4,-29.7,-29.6
153.2,153.3,-29.9,-29.8
153.2,153.3,-30.0,-29.9
153.1,153.2,-30.1,-30.0
153.2,153.3,-30.1,-30.0
153.1,153.2,-30.2,-30.1
153.1,153.2,-30.3,-30.2
153.0,153.1,-30.4,-30.3
153.1,153.2,-30.4,-30.3
153.0,153.1,-30.5,-30.4
153.0,153.1,-30.6,-30.5
152.9,153.0,-30.7,-30.6
153.0,153.1,-30.7,-30.6
152.8,152.9,-30.8,-30.7
152.9,153.0,-30.8,-30.7
153.0,153.1,-30.8,-30.7
152.9,153.0,-30.9,-30.8
153.0,153.1,-30.9,-30.8
152.9,153.0,-31.0,-30.9
153.0,153.1,-31.0,-30.9
153.0,153.1,-31.1,-31.0
152.7,152.8,-31.4,-31.3
152.8,152.9,-31.4,-31.3
152.9,153.0,-31.4,-31.3
152.7,152.8,-31.5,-31.4
152.8,152.9,-31.5,-31.4
152.9,153.0,-31.5,-31.4
